50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.975702,,,,,,,,,,,,,,,f651a6c4-55e3-4e0f-a178-59414ba83d6a,5,,"[61.0, 40.1]",3869685,0,,,,2.907503,,Left Foot,,,"[48.0, 43.2]",,Ground Pass,,13.364505,,,Aurélien Djani Tchouaméni,,,,,Kick Off,1,From Kick Off,Antoine Griezmann,5487.0,Center Attacking Midfield,2,France,771,['97b5dc82-547a-4f93-a632-a2a8daf5ac98'],0,,,,,,,,,,,,,,,France,771,00:00:00.578,Pass,
,,,,,,,,,,,,,,,,,,,,4.179173,,,,,,,,,,,,,,,a5956ecc-d637-44d2-8705-e2079e12013e,8,,"[49.7, 43.6]",3869685,0,,,,-0.7343642,,Right Foot,,,"[96.0, 1.8]",,High Pass,,62.37732,Out,,Olivier Giroud,,True,,,,1,From Kick Off,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,2,France,771,['810629a9-ac49-494a-b859-89ef3ff36c57'],2,,,,,,,,,,,,,,,France,771,00:00:02.724,Pass,
,,,,,,,,,,,,,,,,,,,,1.123351,,,,,,,,,,,,,,,5ba6dfab-49f0-4225-bbb6-8b1e27bc729a,10,,"[22.7, 80.0]",3869685,0,,,,-0.3463541,,,,,"[36.0, 75.2]",,Low Pass,,14.139661,,,Rodrigo Javier De Paul,,,,,Throw-in,1,From Throw In,Nahuel Molina Lucero,29201.0,Right Back,3,Argentina,779,['2be9a9f2-84ab-4935-8fb2-bd497202fa2f'],16,,,,,,,,,,,,,,,Argentina,779,00:00:16.423,Pass,
,,,,,,,,,,,,,,,,,,,,1.660349,,,,,,,,,,,,,,,27829865-a43c-4c50-b545-b09e8a965e16,16,,"[41.1, 73.9]",3869685,0,,,,-2.5865161,,Right Foot,,,"[23.2, 62.8]",,Ground Pass,,21.062288,,,Cristian Gabriel Romero,,,,,Free Kick,1,From Free Kick,Rodrigo Javier De Paul,7797.0,Right Center Midfield,4,Argentina,779,['22dde0b6-5149-411e-a910-68f6aa5b7523'],31,,,,,,,,,,,,,,,Argentina,779,00:00:31.843,Pass,
,,,,,,,,,,,,,,,,,,,,1.814283,,,,,,,,,,,,,,,59420b0c-94cc-4fb8-86fb-e1105936f6eb,19,,"[24.7, 59.4]",3869685,0,,,,-1.6879051,,Right Foot,,,"[21.5, 32.2]",,Ground Pass,,27.387589,,,Nicolás Hernán Otamendi,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,4,Argentina,779,['29f8db49-f71f-4177-9825-3e93697fa4ba'],34,,,,,,,,,,,,,,,Argentina,779,00:00:34.727,Pass,
,,,,,,,,,,,,,,,,,,,,1.121537,,,,,,,,,,,,,,,71cb648d-11fe-4275-b838-cbcfc62bee04,22,,"[24.0, 27.1]",3869685,0,,,,1.6740316,,Right Foot,,,"[21.7, 49.3]",,Ground Pass,,22.318827,,,Cristian Gabriel Romero,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,4,Argentina,779,['a5d54bb6-ba44-46ac-bba2-9c3c5d354283'],39,,,,,,,,,,,,,,,Argentina,779,00:00:39.227,Pass,
,,,,,,,,,,,,,,,,,,,,1.586917,,,,,,,,,,,,,,,4fd86774-8f37-4ea2-b562-b1a43c5adedf,25,,"[22.1, 49.8]",3869685,0,,,,-1.4865518,,Right Foot,,,"[24.0, 27.3]",,Ground Pass,,22.58008,,,Nicolás Hernán Otamendi,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,4,Argentina,779,['b2e3ba63-98d2-4e2e-b456-3b9af203f6b2'],43,,,,,,,,,,,,,,,Argentina,779,00:00:43.285,Pass,
,,,,,,,,,,,,,,,,,,,,1.328806,,,,,,,,,,,,,,,4a4fd288-9139-4987-9c2a-3ab0e1793310,28,,"[21.7, 24.5]",3869685,0,,,,-1.3457046,,Right Foot,,,"[26.6, 3.1]",,Ground Pass,,21.953815,,,Nicolás Alejandro Tagliafico,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,4,Argentina,779,['f6c30bac-9533-4dd1-bff7-95900d699747'],45,,,,,,,,,,,,,,,Argentina,779,00:00:45.601,Pass,
,,,,,,,,,,,,,,,,,,,,1.256802,,,,,,,,,,,,,,,bdf6b02c-1c04-4777-9617-bf73ececbf6c,32,,"[29.2, 2.5]",3869685,0,,,,0.10328964,,Left Foot,,,"[45.6, 4.2]",,Ground Pass,,16.487875,,,Alexis Mac Allister,,,,,,1,From Free Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,4,Argentina,779,['585421b8-3acc-4627-8b3c-74496fd20d1d'],47,,,,,,,,,,,,,,,Argentina,779,00:00:47.599,Pass,
,,,,,,,,,,,,,,,,,,,,2.139165,,,,,,,,,,,,,,,03ffd8af-1f1f-42b4-9c25-37d2a0c07981,38,,"[44.1, 3.8]",3869685,1,True,,,2.8070223,,Left Foot,,,"[20.8, 11.9]",,Ground Pass,,24.667793,,,Nicolás Hernán Otamendi,,,,,Free Kick,1,From Free Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,5,Argentina,779,['93a49f81-734c-4bdd-abd3-36f587a3404d'],1,,,,,,,,,,,,,,,Argentina,779,00:01:01.290,Pass,
,,,,,,,,,,,,,,,,,,,,1.168952,,,,,,,,,,,,,,,03684593-83f8-4faa-9039-721b694edad8,40,,"[21.7, 17.7]",3869685,1,,,,1.6983058,,Right Foot,,,"[19.7, 33.3]",,Ground Pass,,15.727683,,,Cristian Gabriel Romero,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,5,Argentina,779,['1eb5caf2-76a4-4284-aa93-b074cf3db421'],4,,,,,,,,,,,,,,,Argentina,779,00:01:04.704,Pass,
,,,,,,,,,,,,,,,,,,,,1.707583,,,,,,,,,,,,,,,b90345b4-bb59-44ab-a670-08eb54053252,43,,"[30.9, 42.5]",3869685,1,,,,-1.7204233,,Right Foot,,,"[27.9, 22.6]",,Ground Pass,,20.12486,,,Nicolás Hernán Otamendi,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,5,Argentina,779,['bb111083-eda6-494b-bb41-4b433c488f09'],12,,,,,,,,,,,,,,,Argentina,779,00:01:12.037,Pass,
,,,,,,,,,,,,,,,,,,,,1.638329,,,,,,,,,,,,,,,7897d215-0dda-4db9-91d1-cc80e1a70920,46,,"[29.8, 29.2]",3869685,1,,,,1.7369158,,Right Foot,,,"[27.0, 45.9]",,Ground Pass,,16.933104,,,Cristian Gabriel Romero,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,5,Argentina,779,['f0a753c8-83a9-4dbd-a11c-f28d278a2ac1'],17,,,,,,,,,,,,,,,Argentina,779,00:01:17.390,Pass,
,,,,,,,,,,,,,,,,,,,,1.516352,,,,,,,,,,,,,,,1323f1d6-6eae-458b-8113-a170c40afd7f,49,,"[32.1, 54.5]",3869685,1,,,,-1.8352,,Right Foot,,,"[25.9, 31.6]",,Ground Pass,,23.72446,,,Nicolás Hernán Otamendi,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,5,Argentina,779,['86205a59-08cb-40cc-9411-5d193ed14271'],22,,,,,,,,,,,,,,,Argentina,779,00:01:22.311,Pass,
,,,,,,,,,,,,,,,,,,,,1.832357,,,,,,,,,,,,,,,833d1fbd-c458-4b27-8ff5-c6d349d8edc9,52,,"[24.7, 29.0]",3869685,1,,,,2.5333307,,Right Foot,,,"[5.6, 42.3]",,Ground Pass,,23.27445,,,Damián Emiliano Martínez,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,5,Argentina,779,['84bede3c-94d7-4d2e-ae7d-8bebbf9a1d04'],24,,,,,,,,,,,,,,,Argentina,779,00:01:24.055,Pass,
,,,,,,,,,,,,,,,,,,,,2.963225,,,,,,,,,,,,,,,6a7787f9-b334-492e-9f35-3a06a3646b4f,56,,"[3.9, 43.4]",3869685,1,,,,0.54012054,,Right Foot,,,"[53.1, 72.9]",,High Pass,,57.36628,Incomplete,,,,,,,,1,From Free Kick,Damián Emiliano Martínez,6909.0,Goalkeeper,5,Argentina,779,"['3a7fcec1-e87e-429b-a556-a14ed6b1eaee', 'bb6c636e-debd-427b-bfcf-a5ca8113f014']",27,,,,,,,,,,,,,,,Argentina,779,00:01:27.446,Pass,True
,,,,,,,,,,,,,,,,,,,,0.579569,,,,,,,,,,,,,,,1af94a8d-cb50-4d93-96e1-19fa1ae154fb,61,,"[68.5, 5.7]",3869685,1,,,,1.1334584,,Left Foot,,True,"[72.1, 13.4]",,Low Pass,,8.5,,,Adrien Rabiot,,,,,,1,Regular Play,Theo Bernard François Hernández,6704.0,Left Back,6,France,771,['caa393a7-8230-44aa-8b37-ad3929626929'],31,,,,,,,,,,,,,,,France,771,00:01:31.390,Pass,
,,,,,,,,,,,,,,,,,,,,1.154355,,,,,,,,,,,,,,,b10bc0c0-2bb9-4d19-80a7-d8e1c9d25a0d,64,,"[72.3, 13.4]",3869685,1,,,,-1.4224685,,Left Foot,,,"[73.6, 4.7]",,Low Pass,,8.79659,,,Theo Bernard François Hernández,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,6,France,771,['0a7a5517-d12a-4cfd-9ce7-2d5784f7558c'],33,,,,,,,,,,,,,,,France,771,00:01:33.075,Pass,
,,,,,,,,,,,,,,,,,,,,1.539912,,,,,,,,,,,,,,,4b7c6ba4-6854-4806-b2ef-804060619a34,68,,"[73.2, 4.0]",3869685,1,,,,3.012054,,Left Foot,,,"[47.1, 7.4]",,Ground Pass,,26.320524,Unknown,,,,,,,,1,Regular Play,Theo Bernard François Hernández,6704.0,Left Back,6,France,771,['5166ff0a-6ec4-405e-b997-7087d3ed15d8'],34,,,,,,,,,,,,,,,France,771,00:01:34.817,Pass,True
,,,,,,,,,,,,,,,,,,,,1.625624,,,,,,,,,,,,,,,674ae8c2-5380-48b1-99d9-baa5cefe09da,71,,"[61.2, 7.0]",3869685,1,,,,2.0831857,,Left Foot,,,"[44.1, 37.4]",,Ground Pass,,34.879364,,,Raphaël Varane,,,,,Free Kick,1,From Free Kick,Theo Bernard François Hernández,6704.0,Left Back,7,France,771,['7bf7bfa7-f496-47f8-b4fe-6c297b7c4c09'],55,,,,,,,,,,,,,,,France,771,00:01:55.993,Pass,
,,,,,,,,,,,,,,,,,,,,1.232396,,,,,,,,,,,,,,,ccc252e5-3777-4ac4-ac16-f76ab2cd40df,74,,"[53.1, 44.9]",3869685,2,,,,1.9126784,,Right Foot,,,"[45.2, 67.1]",,Ground Pass,,23.563744,,,Jules Koundé,,,,,,1,From Free Kick,Raphaël Varane,5485.0,Right Center Back,7,France,771,['f833bd5a-da38-4fe8-aec0-2ca76754a2e7'],2,,,,,,,,,,,,,,,France,771,00:02:02.182,Pass,
,,,,,,,,,,,,,,,,,,,,1.239424,,,,,,,,,,,,,,,9ed1439b-d3bd-40c8-aeec-7405c3c9ce83,77,,"[43.2, 70.3]",3869685,2,,,,0.44208762,,Right Foot,,,"[58.2, 77.4]",,Ground Pass,,16.595482,,,Ousmane Dembélé,,,,,,1,From Free Kick,Jules Koundé,4445.0,Right Back,7,France,771,['4fb869fb-586f-425a-982e-b3d12eb3a443'],4,,,,,,,,,,,,,,,France,771,00:02:04.612,Pass,
,,,,,,,,,,,,,,,,,,,,0.860405,,,,,,,,,,,,,,,ba79efdc-79a5-45d3-b1b7-ec91f2e73eb7,81,,"[72.6, 0.1]",3869685,2,True,,,1.9513026,,,,,"[69.6, 7.6]",,Low Pass,,8.077747,,,Alexis Mac Allister,,,,,Throw-in,1,From Throw In,Nicolás Alejandro Tagliafico,5507.0,Left Back,8,Argentina,779,['4a5d4473-2511-4221-adbf-41d370324109'],11,,,,,,,,,,,,,,,Argentina,779,00:02:11.124,Pass,
,,,,,,,,,,,,,,,,,,,,1.229311,,,,,,,,,,,,,,,452f11cf-7bf6-43fe-9d54-8595fb5a09b0,84,,"[67.4, 20.7]",3869685,2,,,,1.0133075,,Right Foot,,,"[77.5, 36.9]",,Ground Pass,,19.090574,,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Alexis Mac Allister,27886.0,Left Center Midfield,8,Argentina,779,['9db8a4ba-d842-4f33-9602-90284aa4391e'],14,,,,,,,,,,,,,,,Argentina,779,00:02:14.784,Pass,
,,,,,,,,,,,,,,,,,,,,4.15978,,,,,,,,,,,,,,,1552304a-f3c0-42bf-b7ff-d7b0173d7488,88,,"[76.6, 35.7]",3869685,2,,,,-0.5949631,,Left Foot,,,"[116.2, 8.9]",,High Pass,,47.816315,,,Ángel Fabián Di María Hernández,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,8,Argentina,779,"['98f475c7-283c-4cb2-83f4-4c9022ec5c8a', 'fdfb0acc-4edc-4fec-960e-821aeb4cc62b']",16,,,,,,,,,,,,,,,Argentina,779,00:02:16.985,Pass,True
,,,,,,,,,,,,,,,,,,,,2.634194,,,,,,,,,,,,,,,2f811f03-7eaf-4d5e-926c-947094c1c0fa,91,,"[116.0, 8.9]",3869685,2,,,,1.8389324,,Left Foot,True,,"[104.9, 49.3]",,High Pass,,41.897137,Incomplete,,,,True,,,,1,From Throw In,Ángel Fabián Di María Hernández,2995.0,Left Wing,8,Argentina,779,['141e6f30-652b-4fd1-8b1a-164832db9808'],21,,,,,,,,,,,,,,,Argentina,779,00:02:21.183,Pass,
,,,,,,,,,,,,,,,,,,,,0.606287,,,,,,,,,,,,,,,adbbc09c-62bf-40f8-99d3-e445112abbfd,95,,"[93.1, 53.2]",3869685,2,,,,0.55241895,,Right Foot,,,"[100.4, 57.7]",,Ground Pass,,8.575546,,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Rodrigo Javier De Paul,7797.0,Right Center Midfield,8,Argentina,779,['39f56754-50df-4e8b-b454-dcd8a2464caf'],25,,,,,,,,,,,,,,,Argentina,779,00:02:25.896,Pass,
,,,,,,,,,,,,,,,,,,,,0.844292,,,,,,,,,,,,,,,f9405131-3f16-47bc-ab94-082f20057f60,98,,"[99.3, 57.3]",3869685,2,,,,-1.9044985,,Left Foot,,,"[96.7, 49.8]",,Ground Pass,,7.937884,,,Rodrigo Javier De Paul,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,8,Argentina,779,['44221430-f6c7-43dd-bbf7-173e8fd0dc66'],27,,,,,,,,,,,,,,,Argentina,779,00:02:27.185,Pass,
,,,,,,,,,,,,,,,,,,,,1.561183,,,,,,,,,,,,,,,25548b02-1dca-44b0-a1a5-d97f63a69fbd,101,,"[96.7, 49.8]",3869685,2,,,,-0.3510309,,Right Foot,,,"[110.9, 44.6]",,High Pass,,15.1221695,Pass Offside,,Julián Álvarez,,,Through Ball,True,,1,From Throw In,Rodrigo Javier De Paul,7797.0,Right Center Midfield,8,Argentina,779,['9b0d1d30-13b1-4cda-9ebf-b33a46b30b1a'],28,,,,,,,,,,,,,,,Argentina,779,00:02:28.608,Pass,
,,,,,,,,,,,,,,,,,,,,3.464846,,,,,,,,,,,,,,,20196560-2d9e-4826-a667-e4b223233dcc,103,,"[9.2, 35.5]",3869685,3,,,,0.40612686,,Left Foot,,,"[67.8, 60.7]",,High Pass,,63.788715,,,Olivier Giroud,,,,,Free Kick,1,From Free Kick,Hugo Lloris,3099.0,Goalkeeper,9,France,771,['55b1553b-9a9a-4c94-8a88-b3c188f36a7e'],1,,,,,,,,,,,,,,,France,771,00:03:01.468,Pass,
,,,,,,,,,,,,,,,,,,,,0.179839,,,,,,,,,,,,,,,5288bf75-ec36-47bc-a8e4-9568b39ddb0c,106,,"[67.8, 60.7]",3869685,3,,,True,0.32564157,,,,,"[75.5, 63.3]",,Low Pass,,8.127115,,,Antoine Griezmann,,,,,,1,From Free Kick,Olivier Giroud,3604.0,Center Forward,9,France,771,"['2caddad5-aa57-4afc-85d9-2ba269efa321', '51307cfe-b91e-4fe1-82b6-e9b7a5966cd4']",4,,,,,,,,,,,,,,,France,771,00:03:04.933,Pass,True
,,,,,,,,,,,,,,,,,,,,1.607574,,,,,,,,,,,,,,,ff9ca44d-5a07-4550-ba2f-cf7276a8a0b4,110,,"[48.9, 15.4]",3869685,3,,,,3.0185068,,Right Foot,,,"[39.2, 16.6]",,High Pass,,9.773945,,,Nicolás Hernán Otamendi,,,,,Recovery,1,Regular Play,Alexis Mac Allister,27886.0,Left Center Midfield,10,Argentina,779,['0ceb9031-a873-4084-bf4b-3ad71fcf810e'],6,,,,,,,,,,,,,,,Argentina,779,00:03:06.108,Pass,
,,,,,,,,,,,,,,,,,,,,1.134586,,,,,,,,,,,,,,,7f392a45-efe6-4bbe-9f2f-1f890bf5f4a5,114,,"[37.4, 19.2]",3869685,3,,,,2.4165862,,Right Foot,,,"[26.0, 29.3]",,Ground Pass,,15.230561,,,Cristian Gabriel Romero,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Left Center Back,10,Argentina,779,['216bc965-f45e-458a-b9b2-9620fe44148e'],8,,,,,,,,,,,,,,,Argentina,779,00:03:08.863,Pass,
,,,,,,,,,,,,,,,,,,,,2.219684,,,,,,,,,,,,,,,b1e449a6-28bd-4626-a42e-55d321f364bf,118,,"[27.4, 29.9]",3869685,3,,,,0.35638618,,Right Foot,,,"[64.2, 43.6]",,High Pass,,39.267418,Unknown,,Lionel Andrés Messi Cuccittini,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,10,Argentina,779,['a70ade79-2d7f-4051-9e98-ea8d51a355c4'],11,,,,,,,,,,,,,,,Argentina,779,00:03:11.390,Pass,
,,,,,,,,,,,,,,,,,,,,1.86964,,,,,,,,,,,,,,,31a69413-02e8-4832-9530-18774226ad40,122,,"[64.2, 43.6]",3869685,3,True,,,-1.9634849,,Right Foot,,,"[57.2, 26.7]",,Ground Pass,,18.292349,,,Nicolás Hernán Otamendi,,,,,Free Kick,1,From Free Kick,Rodrigo Javier De Paul,7797.0,Right Center Midfield,11,Argentina,779,['bbee25ac-d234-495e-986b-2601a8801ffa'],39,,,,,,,,,,,,,,,Argentina,779,00:03:39.150,Pass,
,,,,,,,,,,,,,,,,,,,,1.014737,,,,,,,,,,,,,,,a5fce8b9-adfc-4bd3-aa81-55f5ba14dcd5,124,,"[57.2, 26.7]",3869685,3,,,,1.8178936,,Right Foot,,,"[54.4, 37.8]",,Ground Pass,,11.447707,,,Enzo Fernandez,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,11,Argentina,779,['d331d5c6-24a5-4b26-9da0-331c92666e86'],41,,,,,,,,,,,,,,,Argentina,779,00:03:41.893,Pass,
,,,,,,,,,,,,,,,,,,,,1.094286,,,,,,,,,,,,,,,ccf62199-06ff-4f47-aa5b-dd9ef4ad9e83,127,,"[54.8, 37.8]",3869685,3,,,,1.496046,,Right Foot,,,"[56.5, 60.5]",,Ground Pass,,22.763567,,,Cristian Gabriel Romero,,,,,,1,From Free Kick,Enzo Fernandez,38718.0,Center Defensive Midfield,11,Argentina,779,['d3cc344d-2ee1-4cd5-a5dd-96120c665f66'],43,,,,,,,,,,,,,,,Argentina,779,00:03:43.780,Pass,
,,,,,,,,,,,,,,,,,,,,1.224051,,,,,,,,,,,,,,,09eb9b21-f5c0-486a-95a9-34a3553adab8,130,,"[56.1, 61.3]",3869685,3,,,,0.8020633,,Right Foot,,,"[67.9, 73.5]",,Ground Pass,,16.97292,,,Nahuel Molina Lucero,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,11,Argentina,779,['837a36c7-fe6e-4209-9b8d-c19936f12ddf'],46,,,,,,,,,,,,,,,Argentina,779,00:03:46.399,Pass,
,,,,,,,,,,,,,,,,,,,,1.371372,,,,,,,,,,,,,,,8e21f64c-b0fd-4913-869e-9268d131722d,133,,"[68.9, 74.4]",3869685,3,,,,-0.96560794,,Right Foot,,,"[79.0, 59.8]",,Ground Pass,,17.753027,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,1,From Free Kick,Nahuel Molina Lucero,29201.0,Right Back,11,Argentina,779,"['3119e5a9-b3fc-4f17-9208-3125a9208364', 'a933f1bf-d0f1-461c-99f8-5101ba04b6f4']",48,,,,,,,,,,,,,,,Argentina,779,00:03:48.641,Pass,
,,,,,,,,,,,,,,,,,,,,1.718482,,,,,,,,,,,,,,,ce133183-65cc-4d8d-98ba-ae8bd6139b94,136,,"[47.5, 14.5]",3869685,3,,,,1.120135,,Head,,,"[50.5, 20.7]",,High Pass,,6.88767,Incomplete,,,,,,,Recovery,1,From Free Kick,Adrien Rabiot,3026.0,Left Defensive Midfield,11,Argentina,779,['ed4a4d4e-82a6-4033-a204-cfbbe36c4440'],50,,,,,,,,,,,,,,,France,771,00:03:50.510,Pass,
,,,,,,,,,,,,,,,,,,,,1.378754,,,,,,,,,,,,,,,dcc37e05-d4f7-46ee-8697-9d0376ccccc0,140,,"[67.9, 59.0]",3869685,3,,,,3.0729177,,Left Foot,,,"[49.0, 60.3]",,Ground Pass,,18.944656,,,Cristian Gabriel Romero,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,11,Argentina,779,['a1663244-7a04-4e44-bc86-22b83e612381'],52,,,,,,,,,,,,,,,Argentina,779,00:03:52.966,Pass,
,,,,,,,,,,,,,,,,,,,,3.103885,,,,,,,,,,,,,,,91298d8c-a3ab-40d2-9776-ac2b9ba16c32,143,,"[50.5, 58.1]",3869685,3,,,,-0.9521107,,Right Foot,,,"[89.3, 3.6]",,High Pass,,66.9006,,,Ángel Fabián Di María Hernández,,True,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,11,Argentina,779,['2f9a77c7-c3b6-4396-8067-25d94ba876a7'],56,,,,,,,,,,,,,,,Argentina,779,00:03:56.934,Pass,
,,,,,,,,,,,,,,,,,,,,0.852709,,,,,,,,,,,,,,,a4f710ab-eee8-4336-9fcc-55549e52c9b4,147,,"[89.5, 3.4]",3869685,4,,,,2.6285348,,Left Foot,,,"[82.4, 7.4]",,Ground Pass,,8.149233,,,Nicolás Alejandro Tagliafico,,,,,,1,From Free Kick,Ángel Fabián Di María Hernández,2995.0,Left Wing,11,Argentina,779,['e0f112b1-522d-47bc-af98-b1264d36f0cc'],1,,,,,,,,,,,,,,,Argentina,779,00:04:01.870,Pass,
,,,,,,,,,,,,,,,,,,,,0.928288,,,,,,,,,,,,,,,ff5c3a2b-db36-4699-8680-93d9eb3a8b11,149,,"[82.4, 7.4]",3869685,4,,,,0.46656305,,Left Foot,,,"[96.1, 14.3]",,Low Pass,,15.339492,,,Alexis Mac Allister,,,,,,1,From Free Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,11,Argentina,779,['4cb24ea5-99ae-497a-a1d7-fb38ec491c13'],2,,,,,,,,,,,,,,,Argentina,779,00:04:02.723,Pass,
,,,,,,,,,,,,,,,,,,,,2.1346,,,,,,,,,,,,,,,c7f62fda-6707-454e-ae89-6e73e4aac4be,152,,"[96.1, 14.3]",3869685,4,,,,-0.8272342,,Left Foot,,,"[106.4, 3.1]",,High Pass,,15.21611,,,Ángel Fabián Di María Hernández,,,,,,1,From Free Kick,Alexis Mac Allister,27886.0,Left Center Midfield,11,Argentina,779,['e3ae624a-4085-4b5d-983f-c9bf11067cd0'],4,,,,,,,,,,,,,,,Argentina,779,00:04:04.113,Pass,
,,,,,,,,,,,,,,,,,,,,1.195805,,,,,,,,,,,,,,,665c0d3c-cef9-4839-8764-26bb837be51d,157,,"[108.9, 0.1]",3869685,4,,,,2.8009765,,,,,"[93.1, 5.7]",,Low Pass,,16.763054,,,Alexis Mac Allister,,,,,Throw-in,1,From Throw In,Nicolás Alejandro Tagliafico,5507.0,Left Back,12,Argentina,779,['539636fa-e160-416f-b49c-4e117df4e55b'],13,,,,,,,,,,,,,,,Argentina,779,00:04:13.891,Pass,
,,,,,,,,,,,,,,,,,,,,2.270216,,,,,,,,,,,,,,,f577d7d2-4402-479f-ba62-7497de9bdc45,161,,"[87.8, 7.6]",3869685,4,,,,1.7583469,,Right Foot,,,"[82.6, 35.0]",,High Pass,,27.889067,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Alexis Mac Allister,27886.0,Left Center Midfield,12,Argentina,779,"['befa4b3d-e0e2-4df1-99f8-15c2e45b3d9b', 'c8c284b8-8db3-4f45-aaa6-eb85abbf6af0']",16,,,,,,,,,,,,,,,Argentina,779,00:04:16.868,Pass,
,,,,,,,,,,,,,,,,,,,,1.193247,,,,,,,,,,,,,,,f56df973-fcb8-48e2-ae52-6d3e0506d84a,166,,"[38.8, 46.8]",3869685,4,,,,-1.9607861,,Right Foot,,,"[32.1, 30.5]",,Ground Pass,,17.62328,,,Adrien Rabiot,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Wing,13,France,771,"['e0cd7a88-effa-4f19-bcf8-49e82880f000', 'eee5c376-d13b-4067-a0dc-38a7a9fb4ff1']",20,,,,,,,,,,,,,,,France,771,00:04:20.145,Pass,True
,,,,,,,,,,,,,,,,,,,,2.081111,,,,,,,,,,,,,,,840b2a14-aec2-48aa-abe7-4f8c0da949d5,169,,"[31.3, 28.2]",3869685,4,,,,-1.4677147,,Left Foot,,,"[33.4, 7.9]",,Ground Pass,,20.40833,,,Theo Bernard François Hernández,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,13,France,771,['b7a53a66-2ff5-4e6d-a6fc-62bf65178f57'],22,,,,,,,,,,,,,,,France,771,00:04:22.349,Pass,
,,,,,,,,,,,,,,,,,,,,1.835703,,,,,,,,,,,,,,,ab64cbae-a332-4761-b820-0b0bd8cf48ec,172,,"[33.6, 7.9]",3869685,4,,,,0.9795043,,Left Foot,,,"[38.3, 14.9]",,Ground Pass,,8.431489,Incomplete,,Adrien Rabiot,,,,,,1,Regular Play,Theo Bernard François Hernández,6704.0,Left Back,13,France,771,"['4af1c94c-9d4f-4f52-a365-1a1f6cf609cd', 'a5b72d1e-b750-4b67-8ecc-405d10ab46bd']",24,,,,,,,,,,,,,,,France,771,00:04:24.608,Pass,
